0.000000, 0.000000, 0.000000,
 -239.747967, 528.807909, 824.003251,
 0.000000, 0.074219, -0.000000,
 0.000000, -101.725998, 0.000000,
 0.000000, 0.225017, 0.000000,
 0.000000, 0.000000, -390.813995,
 -0.000000, 0.274269, -0.000000,
 0.000000, 0.000000, -380.109985,
 0.000000, -0.000000, 0.000000,
 167.867004, 0.000000, 0.000000,
 0.000000, 0.074219, -0.000000,
0.000000, 101.725998, 0.000000,
0.000000, 0.225017, 0.000000,
0.000000, 0.000000, -390.813995,
-0.000000, 0.274269, -0.000000,
0.000000, 0.000000, -380.109985,
0.000000, -0.000000, 0.000000,
167.867004, 0.000000, 0.000000,
-0.000000, 0.211419, 0.000000,
-50.000000, 0.000000, 96.249901,
0.043331, 0.001625, -0.117877,
0.000000, 0.000000, 479.963013,
0.243249, 0.016463, 0.135789,
0.000000, 0.000000, 426.984985,
-0.411067, 0.071795, 0.223251,
0.000000, -176.776001, 2.123520,
0.055642, -0.197012, -0.550364,
0.000000, 0.000000, -263.029999,
0.018541, -0.056392, -0.000507,
0.000000, 0.000000, -224.766998,
-0.243249, -0.016463, -0.135789,
0.000000, 0.000000, 426.984985,
0.411067, -0.071795, 0.223251,
0.000000, 176.776001, 2.123520,
0.055642, -0.197012, -0.550364,
0.000000, 0.000000, -263.029999,
0.018541, -0.056392, -0.000507,
0.000000, 0.000000, -224.766998,
